imageID, Answer.Q_ABILITY, Answer.Q_COMPLEX, Answer.Q_DIFFICULT, Answer.Q_Intresting, Answer.Q_OverallEffort, Answer.Q_TAKE
3TO8OQV8RRE8TSS50K77OY4BTUOOLO,1,7,0,0,38,20
3TO8OQV8RRE8TSS50K77OY4BTUOOLO,1,0,2,5,37,0
3TO8OQV8RRE8TSS50K77OY4BTUOOLO,1,4,0,6,27,4
3TO8OQV8RRE8TSS50K77OY4BTUOOLO,1,11,11,12,35,15
3TO8OQV8RRE8TSS50K77OY4BTUOOLO,1,0,0,20,39,20
3TO8OQV8RRE8TSS50K77OY4BTUOOLO,1,8,4,8,60,16
3TO8OQV8RRE8TSS50K77OY4BTUOOLO,1,6,3,14,63,13
3TO8OQV8RRE8TSS50K77OY4BTUOOLO,1,0,0,11,1,11
3TO8OQV8RRE8TSS50K77OY4BTUOOLO,1,4,8,6,51,4
3TO8OQV8RRE8TSS50K77OY4BTUOOLO,1,0,0,12,1,20
38NH2CI7ROPJ1MAJ3F139HJ5CPPVU5,1,3,3,18,41,2
38NH2CI7ROPJ1MAJ3F139HJ5CPPVU5,1,6,12,10,72,6
38NH2CI7ROPJ1MAJ3F139HJ5CPPVU5,1,7,6,0,34,0
38NH2CI7ROPJ1MAJ3F139HJ5CPPVU5,1,0,1,1,57,0
38NH2CI7ROPJ1MAJ3F139HJ5CPPVU5,1,3,2,10,31,10
38NH2CI7ROPJ1MAJ3F139HJ5CPPVU5,1,0,18,0,75,2
38NH2CI7ROPJ1MAJ3F139HJ5CPPVU5,1,1,1,4,18,11
38NH2CI7ROPJ1MAJ3F139HJ5CPPVU5,1,1,9,1,34,0
38NH2CI7ROPJ1MAJ3F139HJ5CPPVU5,1,8,13,6,27,12
38NH2CI7ROPJ1MAJ3F139HJ5CPPVU5,1,6,6,16,37,16
39UNKKTVDFFX9VEX2EW7RYBUQ2JGYD,1,1,4,0,43,5
39UNKKTVDFFX9VEX2EW7RYBUQ2JGYD,1,6,6,18,36,17
39UNKKTVDFFX9VEX2EW7RYBUQ2JGYD,1,12,12,19,60,19
39UNKKTVDFFX9VEX2EW7RYBUQ2JGYD,1,4,4,12,38,7
39UNKKTVDFFX9VEX2EW7RYBUQ2JGYD,1,2,5,1,64,0
39UNKKTVDFFX9VEX2EW7RYBUQ2JGYD,1,10,8,10,39,8
39UNKKTVDFFX9VEX2EW7RYBUQ2JGYD,1,10,2,20,102,20
39UNKKTVDFFX9VEX2EW7RYBUQ2JGYD,1,6,10,1,37,0
39UNKKTVDFFX9VEX2EW7RYBUQ2JGYD,1,5,5,10,26,9
39UNKKTVDFFX9VEX2EW7RYBUQ2JGYD,1,1,1,17,12,17
37NNZ8MO7S6VRHEMSEGUVBLX898EQM,1,0,1,14,26,18
37NNZ8MO7S6VRHEMSEGUVBLX898EQM,1,3,3,3,86,0
37NNZ8MO7S6VRHEMSEGUVBLX898EQM,1,5,3,12,39,18
37NNZ8MO7S6VRHEMSEGUVBLX898EQM,1,1,1,11,13,14
37NNZ8MO7S6VRHEMSEGUVBLX898EQM,1,2,0,18,15,18
37NNZ8MO7S6VRHEMSEGUVBLX898EQM,1,2,2,16,27,19
37NNZ8MO7S6VRHEMSEGUVBLX898EQM,1,13,8,0,39,4
37NNZ8MO7S6VRHEMSEGUVBLX898EQM,1,4,5,16,39,16
37NNZ8MO7S6VRHEMSEGUVBLX898EQM,1,1,1,14,21,19
37NNZ8MO7S6VRHEMSEGUVBLX898EQM,0,1,1,20,15,20
3USMLONC9E5MDB1GD7ZQ6SDG14K85P,1,15,16,2,76,1
3USMLONC9E5MDB1GD7ZQ6SDG14K85P,1,6,7,4,34,14
3USMLONC9E5MDB1GD7ZQ6SDG14K85P,1,14,9,6,53,2
3USMLONC9E5MDB1GD7ZQ6SDG14K85P,1,-1,-1,-1,-1,-1
3USMLONC9E5MDB1GD7ZQ6SDG14K85P,1,20,16,0,71,2
3USMLONC9E5MDB1GD7ZQ6SDG14K85P,1,5,16,5,91,2
3USMLONC9E5MDB1GD7ZQ6SDG14K85P,1,2,0,1,67,0
3USMLONC9E5MDB1GD7ZQ6SDG14K85P,1,8,6,14,85,16
3USMLONC9E5MDB1GD7ZQ6SDG14K85P,1,14,10,0,112,2
3USMLONC9E5MDB1GD7ZQ6SDG14K85P,1,2,14,1,86,3
3T6UNEUZ5USMH6KL5FCL3O350KM199,1,2,0,4,27,14
3T6UNEUZ5USMH6KL5FCL3O350KM199,1,6,5,7,36,5
3T6UNEUZ5USMH6KL5FCL3O350KM199,1,1,0,17,16,19
3T6UNEUZ5USMH6KL5FCL3O350KM199,1,5,5,20,38,20
3T6UNEUZ5USMH6KL5FCL3O350KM199,1,-1,-1,-1,-1,-1
3T6UNEUZ5USMH6KL5FCL3O350KM199,1,12,12,10,39,12
3T6UNEUZ5USMH6KL5FCL3O350KM199,1,2,2,10,38,12
3T6UNEUZ5USMH6KL5FCL3O350KM199,1,11,10,12,41,11
3T6UNEUZ5USMH6KL5FCL3O350KM199,1,11,11,18,86,19
3T6UNEUZ5USMH6KL5FCL3O350KM199,1,3,2,17,44,16
3OBCKNXF1ZHFXL8XUNXW3AYWZX5J3K,1,-1,-1,-1,-1,-1
3OBCKNXF1ZHFXL8XUNXW3AYWZX5J3K,1,14,13,12,72,15
3OBCKNXF1ZHFXL8XUNXW3AYWZX5J3K,1,11,12,0,55,0
3OBCKNXF1ZHFXL8XUNXW3AYWZX5J3K,1,4,10,0,86,0
3OBCKNXF1ZHFXL8XUNXW3AYWZX5J3K,1,1,3,17,22,16
3OBCKNXF1ZHFXL8XUNXW3AYWZX5J3K,1,6,8,6,55,2
3OBCKNXF1ZHFXL8XUNXW3AYWZX5J3K,1,3,7,14,48,8
3OBCKNXF1ZHFXL8XUNXW3AYWZX5J3K,1,3,10,18,86,18
3OBCKNXF1ZHFXL8XUNXW3AYWZX5J3K,1,18,14,4,55,2
3OBCKNXF1ZHFXL8XUNXW3AYWZX5J3K,1,4,2,6,27,0
3OQEO5BIN29PS6BYUHRH0ABF87P9UL,1,2,2,17,37,14
3OQEO5BIN29PS6BYUHRH0ABF87P9UL,1,6,4,10,74,1
3OQEO5BIN29PS6BYUHRH0ABF87P9UL,1,13,13,8,71,4
3OQEO5BIN29PS6BYUHRH0ABF87P9UL,1,20,12,0,86,0
3OQEO5BIN29PS6BYUHRH0ABF87P9UL,1,12,2,14,77,0
3OQEO5BIN29PS6BYUHRH0ABF87P9UL,1,5,3,2,99,2
3OQEO5BIN29PS6BYUHRH0ABF87P9UL,1,18,11,6,82,3
3OQEO5BIN29PS6BYUHRH0ABF87P9UL,1,16,20,1,86,0
3OQEO5BIN29PS6BYUHRH0ABF87P9UL,1,9,7,12,55,-1
3OQEO5BIN29PS6BYUHRH0ABF87P9UL,1,15,7,3,38,2
378UBY8FR7AABMKBM232FCEFT60T8E,1,2,4,4,48,16
378UBY8FR7AABMKBM232FCEFT60T8E,1,12,13,15,49,14
378UBY8FR7AABMKBM232FCEFT60T8E,1,10,6,13,23,12
378UBY8FR7AABMKBM232FCEFT60T8E,1,4,4,0,37,0
378UBY8FR7AABMKBM232FCEFT60T8E,1,14,14,16,73,15
378UBY8FR7AABMKBM232FCEFT60T8E,1,6,4,14,72,16
378UBY8FR7AABMKBM232FCEFT60T8E,1,2,4,14,41,17
378UBY8FR7AABMKBM232FCEFT60T8E,1,10,9,2,46,3
378UBY8FR7AABMKBM232FCEFT60T8E,1,8,12,8,70,12
378UBY8FR7AABMKBM232FCEFT60T8E,1,11,10,10,56,16
3AA189Q6C6TLNJILLV2LOGYDJT7MWV,1,4,10,16,68,16
3AA189Q6C6TLNJILLV2LOGYDJT7MWV,1,2,1,18,5,18
3AA189Q6C6TLNJILLV2LOGYDJT7MWV,1,6,4,3,60,2
3AA189Q6C6TLNJILLV2LOGYDJT7MWV,1,2,4,1,40,1
3AA189Q6C6TLNJILLV2LOGYDJT7MWV,1,0,0,2,38,1
3AA189Q6C6TLNJILLV2LOGYDJT7MWV,1,10,10,18,91,20
3AA189Q6C6TLNJILLV2LOGYDJT7MWV,1,13,13,10,72,1
3AA189Q6C6TLNJILLV2LOGYDJT7MWV,1,6,11,4,82,2
3AA189Q6C6TLNJILLV2LOGYDJT7MWV,1,11,9,9,72,2
3AA189Q6C6TLNJILLV2LOGYDJT7MWV,1,2,2,6,40,12
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP_2,1,10,8,8,49,4
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP_2,1,13,11,14,73,6
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP_2,1,14,14,6,49,10
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP_2,1,8,9,4,73,1
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP_2,1,10,10,0,103,0
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP_2,1,2,2,0,26,0
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP_2,1,12,12,4,38,2
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP_2,0,14,12,1,53,1
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP_2,1,20,20,0,87,2
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP_2,1,20,19,0,122,0
3Q9ARQ9ZAP4L7I0LVYTFN28MIJR3MM_1,1,12,12,14,71,8
3Q9ARQ9ZAP4L7I0LVYTFN28MIJR3MM_1,1,14,12,16,92,18
3Q9ARQ9ZAP4L7I0LVYTFN28MIJR3MM_1,1,4,6,4,54,2
3Q9ARQ9ZAP4L7I0LVYTFN28MIJR3MM_1,1,8,12,7,37,5
3Q9ARQ9ZAP4L7I0LVYTFN28MIJR3MM_1,1,-1,-1,-1,-1,-1
3Q9ARQ9ZAP4L7I0LVYTFN28MIJR3MM_1,1,10,8,16,30,17
3Q9ARQ9ZAP4L7I0LVYTFN28MIJR3MM_1,0,20,20,0,59,0
3Q9ARQ9ZAP4L7I0LVYTFN28MIJR3MM_1,1,12,10,1,101,1
3Q9ARQ9ZAP4L7I0LVYTFN28MIJR3MM_1,1,8,0,13,72,12
3Q9ARQ9ZAP4L7I0LVYTFN28MIJR3MM_1,1,10,4,10,38,10
3PBTVBPQ9UJW25OVYU5DFTVY5MMGLK_1,1,7,13,16,120,4
3PBTVBPQ9UJW25OVYU5DFTVY5MMGLK_1,1,3,3,12,56,18
3PBTVBPQ9UJW25OVYU5DFTVY5MMGLK_1,1,11,7,12,41,12
3PBTVBPQ9UJW25OVYU5DFTVY5MMGLK_1,1,6,6,12,73,15
3PBTVBPQ9UJW25OVYU5DFTVY5MMGLK_1,1,16,16,19,94,16
3PBTVBPQ9UJW25OVYU5DFTVY5MMGLK_1,1,10,10,2,73,0
3PBTVBPQ9UJW25OVYU5DFTVY5MMGLK_1,1,1,2,16,35,17
3PBTVBPQ9UJW25OVYU5DFTVY5MMGLK_1,1,18,18,0,72,0
3PBTVBPQ9UJW25OVYU5DFTVY5MMGLK_1,1,-1,-1,-1,-1,-1
3PBTVBPQ9UJW25OVYU5DFTVY5MMGLK_1,1,20,20,0,145,0
32WAV7G6ZOBEE25MHO1EVKD7PUBD3N,1,2,1,4,37,2
32WAV7G6ZOBEE25MHO1EVKD7PUBD3N,1,20,20,0,117,0
32WAV7G6ZOBEE25MHO1EVKD7PUBD3N,1,15,10,4,70,3
32WAV7G6ZOBEE25MHO1EVKD7PUBD3N,1,15,15,18,57,12
32WAV7G6ZOBEE25MHO1EVKD7PUBD3N,1,16,6,18,102,18
32WAV7G6ZOBEE25MHO1EVKD7PUBD3N,1,1,1,6,42,17
32WAV7G6ZOBEE25MHO1EVKD7PUBD3N,1,0,2,14,51,20
32WAV7G6ZOBEE25MHO1EVKD7PUBD3N,1,7,10,3,57,2
32WAV7G6ZOBEE25MHO1EVKD7PUBD3N,1,11,14,4,38,10
32WAV7G6ZOBEE25MHO1EVKD7PUBD3N,1,0,0,7,21,10
3YNFDCZ5Q3U1E5N64P4QVLD4C30NR9,0,20,20,13,150,0
3YNFDCZ5Q3U1E5N64P4QVLD4C30NR9,1,-1,-1,-1,-1,-1
3YNFDCZ5Q3U1E5N64P4QVLD4C30NR9,0,16,16,2,85,1
3YNFDCZ5Q3U1E5N64P4QVLD4C30NR9,0,19,20,0,105,0
3YNFDCZ5Q3U1E5N64P4QVLD4C30NR9,0,20,20,0,149,0
3YNFDCZ5Q3U1E5N64P4QVLD4C30NR9,0,15,16,5,84,2
3YNFDCZ5Q3U1E5N64P4QVLD4C30NR9,0,12,18,5,77,1
3YNFDCZ5Q3U1E5N64P4QVLD4C30NR9,0,1,1,16,49,1
3YNFDCZ5Q3U1E5N64P4QVLD4C30NR9,0,19,19,1,112,1
3YNFDCZ5Q3U1E5N64P4QVLD4C30NR9,0,18,18,2,71,0
3LLXQSS3GH7EI0TIBFCZBVHJURL2FW,1,15,18,0,66,0
3LLXQSS3GH7EI0TIBFCZBVHJURL2FW,1,8,12,0,37,0
3LLXQSS3GH7EI0TIBFCZBVHJURL2FW,1,15,7,16,86,18
3LLXQSS3GH7EI0TIBFCZBVHJURL2FW,1,15,18,2,75,1
3LLXQSS3GH7EI0TIBFCZBVHJURL2FW,1,6,6,10,30,8
3LLXQSS3GH7EI0TIBFCZBVHJURL2FW,1,19,18,1,87,2
3LLXQSS3GH7EI0TIBFCZBVHJURL2FW,1,6,6,12,26,10
3LLXQSS3GH7EI0TIBFCZBVHJURL2FW,1,3,2,6,37,10
3LLXQSS3GH7EI0TIBFCZBVHJURL2FW,1,11,4,0,58,1
3LLXQSS3GH7EI0TIBFCZBVHJURL2FW,1,12,12,14,71,12
3N9FD9XF48K5Z4R4YKZ4XC3B2YYEVL,1,8,8,10,38,4
3N9FD9XF48K5Z4R4YKZ4XC3B2YYEVL,1,-1,-1,-1,-1,-1
3N9FD9XF48K5Z4R4YKZ4XC3B2YYEVL,1,2,10,1,39,1
3N9FD9XF48K5Z4R4YKZ4XC3B2YYEVL,1,8,10,10,39,10
3N9FD9XF48K5Z4R4YKZ4XC3B2YYEVL,1,0,0,0,11,20
3N9FD9XF48K5Z4R4YKZ4XC3B2YYEVL,1,7,7,4,37,2
3N9FD9XF48K5Z4R4YKZ4XC3B2YYEVL,1,18,12,0,75,0
3N9FD9XF48K5Z4R4YKZ4XC3B2YYEVL,0,20,20,4,113,0
3N9FD9XF48K5Z4R4YKZ4XC3B2YYEVL,1,-1,-1,-1,-1,-1
3N9FD9XF48K5Z4R4YKZ4XC3B2YYEVL,1,9,0,13,56,13
3YJAOW5N9PI929Z2OH5BG1NQ7AGNSB,0,14,16,2,86,0
3YJAOW5N9PI929Z2OH5BG1NQ7AGNSB,1,14,14,17,86,14
3YJAOW5N9PI929Z2OH5BG1NQ7AGNSB,1,16,16,10,94,1
3YJAOW5N9PI929Z2OH5BG1NQ7AGNSB,0,-1,-1,-1,-1,-1
3YJAOW5N9PI929Z2OH5BG1NQ7AGNSB,1,2,3,6,41,7
3YJAOW5N9PI929Z2OH5BG1NQ7AGNSB,0,10,20,0,86,0
3YJAOW5N9PI929Z2OH5BG1NQ7AGNSB,0,16,20,2,70,0
3YJAOW5N9PI929Z2OH5BG1NQ7AGNSB,0,18,18,16,143,3
3YJAOW5N9PI929Z2OH5BG1NQ7AGNSB,1,1,3,1,50,0
3YJAOW5N9PI929Z2OH5BG1NQ7AGNSB,1,10,10,7,72,15
3CTCX9NXC67QIV0KKFDEFSMCFTJJLN,1,10,6,0,46,0
3CTCX9NXC67QIV0KKFDEFSMCFTJJLN,1,10,10,14,39,14
3CTCX9NXC67QIV0KKFDEFSMCFTJJLN,1,6,6,16,72,16
3CTCX9NXC67QIV0KKFDEFSMCFTJJLN,1,-1,-1,-1,-1,-1
3CTCX9NXC67QIV0KKFDEFSMCFTJJLN,1,11,10,1,72,2
3CTCX9NXC67QIV0KKFDEFSMCFTJJLN,1,12,10,10,56,4
3CTCX9NXC67QIV0KKFDEFSMCFTJJLN,1,-1,-1,-1,-1,-1
3CTCX9NXC67QIV0KKFDEFSMCFTJJLN,1,12,8,17,58,19
3CTCX9NXC67QIV0KKFDEFSMCFTJJLN,1,8,8,5,44,13
3CTCX9NXC67QIV0KKFDEFSMCFTJJLN,1,14,11,5,27,11
3R8NDUBSE5CRYRKXR6M9AB02Z7L4K5,1,2,0,8,37,1
3R8NDUBSE5CRYRKXR6M9AB02Z7L4K5,1,4,7,6,55,4
3R8NDUBSE5CRYRKXR6M9AB02Z7L4K5,1,4,6,16,57,0
3R8NDUBSE5CRYRKXR6M9AB02Z7L4K5,1,0,0,12,39,0
3R8NDUBSE5CRYRKXR6M9AB02Z7L4K5,1,13,13,14,63,16
3R8NDUBSE5CRYRKXR6M9AB02Z7L4K5,1,10,4,15,84,10
3R8NDUBSE5CRYRKXR6M9AB02Z7L4K5,1,2,2,6,27,10
3R8NDUBSE5CRYRKXR6M9AB02Z7L4K5,0,19,19,6,97,0
3R8NDUBSE5CRYRKXR6M9AB02Z7L4K5,1,-1,-1,-1,-1,-1
3R8NDUBSE5CRYRKXR6M9AB02Z7L4K5,1,11,13,6,74,2
3JGBBKK855Q5HY1J6RVO56S97I9J0I,1,4,7,5,40,8
3JGBBKK855Q5HY1J6RVO56S97I9J0I,1,9,11,15,52,13
3JGBBKK855Q5HY1J6RVO56S97I9J0I,1,8,2,5,40,10
3JGBBKK855Q5HY1J6RVO56S97I9J0I,1,14,4,0,57,0
3JGBBKK855Q5HY1J6RVO56S97I9J0I,1,18,18,14,92,6
3JGBBKK855Q5HY1J6RVO56S97I9J0I,1,5,3,10,39,10
3JGBBKK855Q5HY1J6RVO56S97I9J0I,1,3,5,14,54,15
3JGBBKK855Q5HY1J6RVO56S97I9J0I,1,11,5,13,57,9
3JGBBKK855Q5HY1J6RVO56S97I9J0I,1,4,6,3,25,7
3JGBBKK855Q5HY1J6RVO56S97I9J0I,1,14,14,6,111,3
38FWZZ3ILTDK8ICQRL4PWREV0HIYN7,1,-1,-1,-1,-1,-1
38FWZZ3ILTDK8ICQRL4PWREV0HIYN7,1,0,0,10,27,14
38FWZZ3ILTDK8ICQRL4PWREV0HIYN7,1,0,0,15,2,20
38FWZZ3ILTDK8ICQRL4PWREV0HIYN7,1,2,2,16,27,20
38FWZZ3ILTDK8ICQRL4PWREV0HIYN7,1,4,3,11,37,18
38FWZZ3ILTDK8ICQRL4PWREV0HIYN7,1,2,2,12,30,18
38FWZZ3ILTDK8ICQRL4PWREV0HIYN7,1,4,4,12,33,18
38FWZZ3ILTDK8ICQRL4PWREV0HIYN7,1,2,1,17,17,19
38FWZZ3ILTDK8ICQRL4PWREV0HIYN7,1,1,1,6,11,20
38FWZZ3ILTDK8ICQRL4PWREV0HIYN7,1,1,1,18,14,20
38GRQLZZQQCOARQX7FK2NWOBS4K0CN,1,0,0,7,10,16
38GRQLZZQQCOARQX7FK2NWOBS4K0CN,1,5,7,11,20,14
38GRQLZZQQCOARQX7FK2NWOBS4K0CN,1,4,0,16,39,20
38GRQLZZQQCOARQX7FK2NWOBS4K0CN,1,0,0,4,16,6
38GRQLZZQQCOARQX7FK2NWOBS4K0CN,1,5,4,13,37,19
38GRQLZZQQCOARQX7FK2NWOBS4K0CN,1,10,10,10,15,10
38GRQLZZQQCOARQX7FK2NWOBS4K0CN,1,3,3,16,39,19
38GRQLZZQQCOARQX7FK2NWOBS4K0CN,1,15,16,17,73,18
38GRQLZZQQCOARQX7FK2NWOBS4K0CN,1,14,10,8,60,2
38GRQLZZQQCOARQX7FK2NWOBS4K0CN,1,2,0,6,39,6
3HYDIS22CWMMEZBE3G64NG7ZMZON5V,1,5,6,6,35,3
3HYDIS22CWMMEZBE3G64NG7ZMZON5V,1,12,12,16,71,16
3HYDIS22CWMMEZBE3G64NG7ZMZON5V,1,10,10,2,57,2
3HYDIS22CWMMEZBE3G64NG7ZMZON5V,1,14,16,10,71,1
3HYDIS22CWMMEZBE3G64NG7ZMZON5V,1,11,9,9,37,4
3HYDIS22CWMMEZBE3G64NG7ZMZON5V,0,20,20,0,115,0
3HYDIS22CWMMEZBE3G64NG7ZMZON5V,1,4,6,1,58,1
3HYDIS22CWMMEZBE3G64NG7ZMZON5V,1,15,15,4,81,4
3HYDIS22CWMMEZBE3G64NG7ZMZON5V,1,2,15,13,57,6
3HYDIS22CWMMEZBE3G64NG7ZMZON5V,1,1,5,9,71,2
3C2UN3Y7UJLGZT23JF159R7GHEFMFI,0,18,18,4,86,2
3C2UN3Y7UJLGZT23JF159R7GHEFMFI,0,18,20,8,71,0
3C2UN3Y7UJLGZT23JF159R7GHEFMFI,0,2,20,0,102,0
3C2UN3Y7UJLGZT23JF159R7GHEFMFI,0,17,17,1,113,0
3C2UN3Y7UJLGZT23JF159R7GHEFMFI,1,16,16,2,122,16
3C2UN3Y7UJLGZT23JF159R7GHEFMFI,0,19,19,2,127,0
3C2UN3Y7UJLGZT23JF159R7GHEFMFI,0,18,18,6,105,0
3C2UN3Y7UJLGZT23JF159R7GHEFMFI,0,20,20,0,83,0
3C2UN3Y7UJLGZT23JF159R7GHEFMFI,0,20,20,10,36,-1
3C2UN3Y7UJLGZT23JF159R7GHEFMFI,0,20,20,12,150,0
3DBJK6OC3AF4JLMP40JUKZIT4XNYF3,1,2,4,15,50,17
3DBJK6OC3AF4JLMP40JUKZIT4XNYF3,1,18,14,1,80,0
3DBJK6OC3AF4JLMP40JUKZIT4XNYF3,1,1,1,10,4,10
3DBJK6OC3AF4JLMP40JUKZIT4XNYF3,1,12,12,4,72,6
3DBJK6OC3AF4JLMP40JUKZIT4XNYF3,1,9,7,15,61,14
3DBJK6OC3AF4JLMP40JUKZIT4XNYF3,1,10,8,18,38,20
3DBJK6OC3AF4JLMP40JUKZIT4XNYF3,1,5,6,14,46,14
3DBJK6OC3AF4JLMP40JUKZIT4XNYF3,1,14,15,16,55,15
3DBJK6OC3AF4JLMP40JUKZIT4XNYF3,1,8,8,14,21,10
3DBJK6OC3AF4JLMP40JUKZIT4XNYF3,0,10,10,0,59,0
3DXFGU9SKNVTS8DGXQ8KL6UJIRCXE8,0,20,20,0,150,0
3DXFGU9SKNVTS8DGXQ8KL6UJIRCXE8,0,16,17,1,52,0
3DXFGU9SKNVTS8DGXQ8KL6UJIRCXE8,0,20,20,10,150,0
3DXFGU9SKNVTS8DGXQ8KL6UJIRCXE8,0,20,20,0,107,0
3DXFGU9SKNVTS8DGXQ8KL6UJIRCXE8,0,10,10,10,100,0
3DXFGU9SKNVTS8DGXQ8KL6UJIRCXE8,0,12,20,1,102,0
3DXFGU9SKNVTS8DGXQ8KL6UJIRCXE8,0,20,20,20,150,0
3DXFGU9SKNVTS8DGXQ8KL6UJIRCXE8,0,20,20,0,144,0
3DXFGU9SKNVTS8DGXQ8KL6UJIRCXE8,0,20,20,2,124,0
3DXFGU9SKNVTS8DGXQ8KL6UJIRCXE8,0,20,20,10,139,0
3D00S7P7YG22I1NWJE5APKC40DIEZA,1,5,5,10,33,10
3D00S7P7YG22I1NWJE5APKC40DIEZA,1,17,5,0,47,1
3D00S7P7YG22I1NWJE5APKC40DIEZA,1,9,6,3,78,2
3D00S7P7YG22I1NWJE5APKC40DIEZA,1,13,9,12,68,17
3D00S7P7YG22I1NWJE5APKC40DIEZA,1,7,5,11,72,14
3D00S7P7YG22I1NWJE5APKC40DIEZA,1,5,3,11,74,17
3D00S7P7YG22I1NWJE5APKC40DIEZA,1,8,11,8,55,18
3D00S7P7YG22I1NWJE5APKC40DIEZA,1,8,2,12,85,10
3D00S7P7YG22I1NWJE5APKC40DIEZA,1,17,3,2,69,3
3D00S7P7YG22I1NWJE5APKC40DIEZA,1,8,14,13,95,2
3GZMSD8U6Y8M82W4VRHXFG1G1IS95R,1,1,1,18,25,20
3GZMSD8U6Y8M82W4VRHXFG1G1IS95R,1,0,0,20,42,-1
3GZMSD8U6Y8M82W4VRHXFG1G1IS95R,1,0,8,2,57,1
3GZMSD8U6Y8M82W4VRHXFG1G1IS95R,1,10,8,10,60,8
3GZMSD8U6Y8M82W4VRHXFG1G1IS95R,1,10,7,14,72,16
3GZMSD8U6Y8M82W4VRHXFG1G1IS95R,1,0,0,11,21,13
3GZMSD8U6Y8M82W4VRHXFG1G1IS95R,1,4,4,15,86,15
3GZMSD8U6Y8M82W4VRHXFG1G1IS95R,1,10,0,10,86,2
3GZMSD8U6Y8M82W4VRHXFG1G1IS95R,1,17,17,2,49,1
3GZMSD8U6Y8M82W4VRHXFG1G1IS95R,1,0,0,10,27,16
3QLL1RLFYUJL8BWXI76KVR6VTA8G40,1,3,3,0,27,0
3QLL1RLFYUJL8BWXI76KVR6VTA8G40,1,17,9,5,51,1
3QLL1RLFYUJL8BWXI76KVR6VTA8G40,1,5,11,11,65,11
3QLL1RLFYUJL8BWXI76KVR6VTA8G40,1,12,2,17,101,3
3QLL1RLFYUJL8BWXI76KVR6VTA8G40,1,4,8,8,62,6
3QLL1RLFYUJL8BWXI76KVR6VTA8G40,1,6,12,6,38,6
3QLL1RLFYUJL8BWXI76KVR6VTA8G40,1,7,10,3,64,9
3QLL1RLFYUJL8BWXI76KVR6VTA8G40,1,19,19,0,58,0
3QLL1RLFYUJL8BWXI76KVR6VTA8G40,1,15,16,2,72,0
3QLL1RLFYUJL8BWXI76KVR6VTA8G40,1,12,-1,0,36,0
3LCM1J6T1CTW3PUN949YD9G6A99CYC,1,3,2,5,19,15
3LCM1J6T1CTW3PUN949YD9G6A99CYC,1,0,0,10,7,10
3LCM1J6T1CTW3PUN949YD9G6A99CYC,1,1,0,16,11,20
3LCM1J6T1CTW3PUN949YD9G6A99CYC,1,0,0,12,27,18
3LCM1J6T1CTW3PUN949YD9G6A99CYC,1,4,7,14,26,13
3LCM1J6T1CTW3PUN949YD9G6A99CYC,1,0,0,18,33,18
3LCM1J6T1CTW3PUN949YD9G6A99CYC,1,0,0,0,8,19
3LCM1J6T1CTW3PUN949YD9G6A99CYC,1,1,1,4,14,16
3LCM1J6T1CTW3PUN949YD9G6A99CYC,1,1,1,19,28,19
3LCM1J6T1CTW3PUN949YD9G6A99CYC,1,0,0,20,8,20
3203J2GC2PK4HSXGZ2GG1074VAS84P,1,7,11,13,48,5
3203J2GC2PK4HSXGZ2GG1074VAS84P,1,1,1,2,38,19
3203J2GC2PK4HSXGZ2GG1074VAS84P,1,3,2,2,14,18
3203J2GC2PK4HSXGZ2GG1074VAS84P,1,8,13,1,66,4
3203J2GC2PK4HSXGZ2GG1074VAS84P,1,9,10,1,43,1
3203J2GC2PK4HSXGZ2GG1074VAS84P,1,2,2,20,-1,20
3203J2GC2PK4HSXGZ2GG1074VAS84P,1,3,3,2,38,16
3203J2GC2PK4HSXGZ2GG1074VAS84P,1,4,4,16,49,6
3203J2GC2PK4HSXGZ2GG1074VAS84P,1,1,1,12,52,20
3203J2GC2PK4HSXGZ2GG1074VAS84P,1,4,10,3,41,2
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,1,6,4,4,57,1
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,1,12,16,1,80,0
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,0,16,20,0,122,0
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,1,1,0,1,27,0
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,1,6,3,14,27,3
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,1,-1,-1,-1,-1,-1
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,1,12,6,4,70,2
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,1,1,0,20,65,20
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,1,16,4,4,38,4
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,1,10,10,0,15,0
