imageID,WorkerId,Input.timeAlloted,Input.reward,Input.hitsAvailable,Answer.Q_ABILITY,Answer.Q_COMPLEX,Answer.Q_DIFFICULT,Answer.Q_FREQUENCY,Answer.Q_Frustration,Answer.Q_Intresting,Answer.Q_OverallEffort,Answer.Q_Performance,Answer.Q_TAKE,TLX,TLX_RAW
329GGY5YRI5WHTWS4FZ9QWPAMFRT4W,A28S6TTII9JDNI,60 minutes,0.15,62,Y,10,10,4,12,4,66,6,4,35.33,38.33
3MGKBFT74NRL5KAEINTLHYIV1ONSJ5,A28S6TTII9JDNI,30 minutes,0.03,133,Y,1,4,16,2,10,27,1,19,11.33,9.17
3CF7EZI55RWEYNZ9U956QWWUG93IL2,A28S6TTII9JDNI,24 hours,0.02,2,Y,2,4,10,10,4,38,2,10,11.33,18.33
3VKCYEEK5GTFPTFE2CSUAPH4AEKG1E,A28S6TTII9JDNI,1 hour 40 minutes,0.35,5,Y,18,14,4,14,10,85,10,4,57.33,63.33
3R8NDUBSE5CRYRKXR6M9AB02Z7L4K5,A28S6TTII9JDNI,30 minutes,0.15,878,Y,6,4,14,10,10,50,2,10,39.33,40
3LJE53CC7VYWE1O3MIQ180XM33HESQ,A28S6TTII9JDNI,60 minutes,0.02,3253,Y,2,2,10,2,10,38,1,10,12,10.83
3EGCY5R6XYZQLTGPWNN8D6V7K3JYA2,A28S6TTII9JDNI,30minutes,1,1,N,10,17,2,16,10,102,16,0,60,60
3AA189Q6B51983MEFLORU493K7KMWE,A28S6TTII9JDNI,60 minutes,0.04,1,Y,10,6,10,10,10,57,4,10,26.67,30
3TO8OQV8RRE8TSS50K77OY4BTUOOLO,A28S6TTII9JDNI,60 minutes,0.1,40,Y,2,2,10,2,10,50,1,10,20.67,19.17
3F0Z1FPMUNUP6TOTMH2XGS6T5GJLYU,A28S6TTII9JDNI,7 minutes,0.05,3871,Y,2,2,18,2,10,28,0,20,26.67,20
39UNKKTVDFFX9VEX2EW7RYBUQ2JGYD,A28S6TTII9JDNI,3minutes,0.01,6,Y,4,10,10,10,4,51,4,10,53.33,43.33
3T1550FWLKIS93DC7DPTY5M29UHWXP,A28S6TTII9JDNI,60minutes,0.1,1906,Y,2,4,10,2,6,46,2,10,21.33,18.33
3U47UEJKXD5R38RUXLMDWG1BUJXLBR,A28S6TTII9JDNI,60 minutes,0,12,Y,6,10,8,10,10,80,6,10,42,41.67
3DPZKFEUURUGTQUQB4SOUUG5ZFPI4V,A28S6TTII9JDNI,2minutes,0.07,2,Y,2,10,4,10,6,51,10,10,58,50
30E2X49V611K26Z0IIHLB47CQY53NF,A28S6TTII9JDNI,60minutes,0.01,1,Y,2,2,10,4,2,32,2,10,12.67,15
3S1POB7GU8DKAHGA5W96UXZRMJ8QU4,A28S6TTII9JDNI,7 days,0.1,20,Y,10,10,1,10,10,58,2,2,28.67,31.67
3VNGVF6XGJQ1QLT33BZ7QKAQGJTGC8,A28S6TTII9JDNI,2 hours,0.07,2676,Y,10,10,4,10,8,57,2,6,29.33,31.67
3D7N1211P8PBU1MJEXLJFBT15KWAMH,A28S6TTII9JDNI,2minutes,0.03,2,Y,2,10,10,12,10,71,6,10,69,62.5
3XQ5ITPVUWCZXHDQO612ZU9R46PQTU,A28S6TTII9JDNI,60 minutes,0.04,2161,N,2,20,0,10,10,86,20,0,41.33,46.67
3QLL1RLFYUJL8BWXI76KVR6VTA8G40,A28S6TTII9JDNI,20 minutes,0.05,1,Y,6,8,10,10,8,37,2,8,28,31.67
36R3RQSDPTXRSZ6X7FR6HZHDYAF078,A28S6TTII9JDNI,60 minutes,0.25,1,Y,10,4,10,4,10,51,2,16,32.67,28.33
3UKAYM2G38LNW9YPLTZSPTC333T903,A28S6TTII9JDNI,60minutes,0.05,18,Y,2,4,10,8,4,38,2,10,20,23.33
3TFUINTXNQRB8MQUNU8RNTUAF5A9TC,A28S6TTII9JDNI,10 minutes,0.07,753,Y,2,2,18,0,10,13,0,18,27.33,18.33
3LV0310AAZ5BVL06B1AU1YGZUNKDKM_1,A28S6TTII9JDNI,45 minutes,0,1,Y,2,2,6,10,2,38,0,0,17.33,23.33
3GZMSD8U6Y8M82W4VRHXFG1G1IS95R,A28S6TTII9JDNI,60minutes,0.07,2,Y,4,8,6,10,6,65,4,2,32.67,35
3JT4BYK2Y4IL1Z22PAHP7P5PI0U2WH,A28S6TTII9JDNI,1 Hours,0.05,1,Y,2,2,10,2,10,44,1,14,13,13.33
3JGBBKK855Q5HY1J6RVO56S97I9J0I,A28S6TTII9JDNI,6 days,0.1,361,Y,2,4,10,2,10,30,2,18,21.67,19.17
3QKP95RWR0AXY9I3VQ7SL2A7LGY5XG,A28S6TTII9JDNI,7 days,0.05,2,Y,2,2,6,4,6,36,2,10,9.67,14.17
37NNZ8MO7S6VRHEMSEGUVBLX898EQM,A28S6TTII9JDNI,10minutes,0.02,1226,Y,2,2,10,2,10,27,0,18,12,10
3MNYFQMXON9G1T2C2HOQSK4JSIPY01,A28S6TTII9JDNI,7 days,0.06,3,Y,2,2,18,0,10,31,1,18,6,5.83
3SI493PTSWP6VJGGSL9VZHEJP2GDZ2,A28S6TTII9JDNI,60 seconds,0.02,19,Y,2,4,8,6,4,37,3,10,12,15.83
3T6HLR4BXW65EY3SGXC7I8IJLZ589G,A28S6TTII9JDNI,2hours,0.03,136,Y,6,6,10,10,10,52,4,12,26.33,30.83
3VTCTNDIMBI4MSZRCFZ5EXG7KAVTGQ,A28S6TTII9JDNI,3 minutes,0.02,110,Y,8,10,10,10,6,57,6,6,57.33,51.67
3T6HLR4BXW65EY3SGXC7I8ILF1889L,A28S6TTII9JDNI,60minutes,0.05,215,Y,6,10,10,12,10,59,10,10,55.33,55
3S4LLGXSV3FZU47VRD0W7FI7RKKAOY,A28S6TTII9JDNI,60 minutes,0.03,1391,Y,1,0,18,0,4,12,0,18,5.33,5
3T6UNEUZ5USMH6KL5FCL3O350KM199_1,A28S6TTII9JDNI,10minutes,0.02,15,Y,2,2,12,3,10,35,2,14,24.33,17.5
3I21NMEA63DY0BA82BXKKSLPMBYSHT_1,A28S6TTII9JDNI,45 minutes,0.04,4,Y,4,10,10,10,10,61,4,6,30,31.67
35QUA2ABZ7MBAB0HZGYJHQ28USWGE7,A28S6TTII9JDNI,20 minutes,0.02,5648,Y,4,2,10,10,6,35,2,10,25.33,28.33
3XQ5ITPVUWC5A41L5RJWP1DP30VQTX,A28S6TTII9JDNI,7 days,0.03,50,Y,4,4,6,2,4,51,2,10,16.67,16.67
3PLXPMD6WGC7AIQBYMRH2GBAFTWKBJ,A28S6TTII9JDNI,15 minutes,0.15,2595,Y,6,8,8,10,12,58,4,10,34.67,33.33
3KNJI1FZ8L912486RAFQQV3ZEP6NQU,A28S6TTII9JDNI,60 minutes,0.25,4667,Y,4,4,15,2,10,38,2,16,21.67,19.17
361LJMRMCQ5CDYJ025B6700NV8CUR4,A28S6TTII9JDNI,60 minutes,0.03,1,Y,2,0,20,0,10,19,0,18,9.33,6.67
38MNOT6KWIG21RX6PKH1YJB8VKDT05,A28S6TTII9JDNI,5 minutes,0.02,152,Y,2,10,10,10,6,56,4,10,48.67,41.67
3R0WG3C6FAYXA2OVFH1MKSVV7DKWL8,A28S6TTII9JDNI,10 minutes,0.05,342,Y,2,2,10,2,10,38,1,16,19.33,14.17
38DNTK7MFN34LCW85JTSAD2CXFQ01S,A28S6TTII9JDNI,4minutes,0.01,2012,Y,2,10,10,10,10,36,2,10,35.33,30
323KIQYDLQ7S9UIT4NE6QLFONB14CB,A28S6TTII9JDNI,60 Minutes,0.05,1496,Y,6,4,10,2,10,50,2,10,18,16.67
31ZZN31VRB1J1I6XNAS9X9DBA59QRV,A28S6TTII9JDNI,60 minutes,0,1,Y,0,0,2,2,0,8,0,20,0.33,2.5
3T6UNEUZ5USMH6KL5FCL3O350KM199,A28S6TTII9JDNI,10minutes,0.02,15,Y,2,4,10,2,10,40,2,10,24.67,20
3BZN229KV5TWHZF32GLR8LCC1TX6DS,A28S6TTII9JDNI,10minutes,0.08,2,Y,2,2,10,2,4,41,2,10,28,20
3J06FGISLU272UJU8S9F5O38AK5K50,A2A9FPR7W6BU3E,7 days,0.03,18,Y,2,2,3,2,15,33,1,18,9,8.33
375MF9UHMRPR2XWE6NL8JC3TL1HSX9,A2CDM78GVCICO5,7 days,0.01,4,Y,0,0,4,0,0,17,0,4,2.67,2.5
3R8NDUBSE5CIIDI6K37BBGYS2U64KU,A2CDM78GVCICO5,5 minutes,0.04,1,Y,0,0,1,0,0,9,1,13,3,3.33
3ZSDUF3VXOXZ44ZW3SE86JT3CR623Z,A2CDM78GVCICO5,60 minutes,0.05,6,Y,0,1,2,3,0,39,11,1,32.33,37.5
3EOZAW7619J5YKCNUIDNV84T8098HV,A2CDM78GVCICO5,3 minutes,0.01,1,Y,0,0,1,0,0,13,0,1,8,10.83
3UV3KC5DTGMOGZ30EI3U2F567A15CS,A2CDM78GVCICO5,5 minutes,0.06,26,Y,0,4,2,8,0,27,9,0,27.67,22.5
3IOQH27Z2E4FFLJVR8TNNB4HIMC1IN,A2CDM78GVCICO5,60 minutes,0.1,81,Y,12,11,0,10,0,44,6,0,30.67,31.67
3U2H1DGWOPTCKLUQYVRKVZHY3Q4F4G,A2CDM78GVCICO5,2 days,0.04,335,Y,0,3,0,3,0,36,1,0,17.67,24.17
3I5ZXD44JV69M8DWVE4I5ER80XVCJX_1,A2CDM78GVCICO5,3minutes,0.05,1,N,0,0,5,20,0,27,8,0,50,44.17
3RRYB8LG3ZH82HFOZGL7ANT68BKKUX,A2CDM78GVCICO5,5 minutes,0.1,1,Y,0,1,1,0,0,26,2,1,14.67,18.33
3U6BJ3K2B9GQGJVT0E99IGFE7I2MEG,A2CDM78GVCICO5,40 minutes,0.05,112,Y,0,6,0,10,0,42,4,0,36,32.5
3GAR7VLBJNEKQVA3XEJQ66MZFEXY4T,A2CDM78GVCICO5,12 hours,0.9,29,Y,0,0,1,0,0,22,0,20,10,12.5
3UEL82N5TOKN43E6MBDHCIJ23C3NTV,A2CDM78GVCICO5,60 minutes,0.15,3188,Y,13,12,1,15,0,39,12,1,58,57.5
3GZMSD8U5X9MRGKQIZ546O8UKC795T,A2CDM78GVCICO5,60minutes,0.05,17,Y,7,8,2,20,0,41,2,1,48,37.5
3J5HEGTZRLQ9SE8SW9LZS2A15OXGGI,A2CDM78GVCICO5,5 minutes,0.06,5,Y,0,0,0,0,0,15,0,9,12.67,16.67
38LYNH3Q5PUFYTLC9WG1VAJL0LTGM5,A2CDM78GVCICO5,60 minutes,0.05,1,Y,9,15,0,11,0,58,1,0,44.33,48.33
36IAL8HYOXSPP9QYVLXZPMFW48E4R6,A2CDM78GVCICO5,5 Minutes,0.01,1,Y,0,0,20,0,0,15,0,20,10,12.5
3M35MA94IX9MX6PXAQCG5JTOJ1HNO3,A2CDM78GVCICO5,60 minutes,0.03,10,Y,0,1,0,0,0,46,2,0,8.67,7.5
30E2X49V611K26Z0IIHLB47CQY63NG,A2CDM78GVCICO5,60minutes,0.01,1,Y,0,7,0,10,0,38,4,0,36,35.83
31TTIPZ8XM69HILWQZWMCQMN1KS3GE,A2CDM78GVCICO5,20 minutes,0.07,489,Y,7,8,0,9,0,38,11,0,42.33,36.67
3DXFGU9SKN7P79WJOTN6EK4MLG3EXS,A2CDM78GVCICO5,15 minutes,0.05,3,Y,0,4,0,8,0,36,2,0,26,31.67
32SOQFN7RN4Q5SNOXDF8KS0W4TRIPM,A2CDM78GVCICO5,10 minutes,0.02,1403,Y,8,10,1,11,0,37,7,1,37,35
35QUA2ABY634ZYN782PTB2BL5I8EGJ,A2CDM78GVCICO5,2 hours,0.1,1,Y,5,3,2,3,0,38,2,1,18.67,22.5
3I3RVCR3FK2XEB4GMX9G7IJ2RLH6XI,A2CDM78GVCICO5,60 minutes,0.2,52,Y,0,3,0,3,0,26,4,0,22.67,26.67
3UXCLCQO2V425H8F0OVWTKIEO3N20G,A2CDM78GVCICO5,60 minutes,0.3,1377,Y,5,9,0,8,0,40,3,0,37.67,41.67
3LV0310AAZ5BVL06B1AU1YGZUNKDKM_2,A2CDM78GVCICO5,45 minutes,0,1,Y,0,0,17,10,0,24,0,0,16.67,15.83
36FIWAXJH5YZ4NF13JA9L63DO7Z3AS,A2CDM78GVCICO5,60minutes,0.2,2557,Y,10,11,0,14,0,48,14,0,66,69.17
3F12ASV6AWHSTTB7IFZKMVGLLVZM46,A2CDM78GVCICO5,1 hours 23 minutes,3.73,1,Y,0,4,0,0,0,54,0,5,10.67,10.83
3QNALI7B4S6VALH9K67QLF1VCK3Z5B,A2CDM78GVCICO5,60 minutes,1.5,219,Y,0,20,0,20,0,70,7,0,68.33,65.83
38NH2CI7SPCMWUJ4T62C2GD654VVUY,A2CDM78GVCICO5,5 minutes,0.11,1,Y,0,0,2,0,0,17,0,20,6,8.33
3I5ZXD44JV69M8DWVE4I5ER80XVCJX,A2CDM78GVCICO5,3minutes,0.05,1,N,0,0,0,20,0,15,0,0,45.33,47.5
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,A2CDM78GVCICO5,20 minutes,0.5,1,Y,0,11,1,13,0,58,5,0,49,51.67
3SBA6YTBY276L0SZ55XU5R7VV8FOBP,A2CDM78GVCICO5,3 minutes,0.2,64,Y,20,20,0,20,0,111,20,0,100,100
3QPQKLUN2S87R374XHKKL49YI4M6SW,A2CDM78GVCICO5,30 minutes,0.1,592,Y,0,0,1,0,2,12,0,20,3.33,4.17
3P15LLOAR9NU663LLUNNP8EDOYG9ZV,A2CDM78GVCICO5,60minutes,0.1,53,Y,2,5,0,2,0,36,2,6,17.33,18.33
3K0G5SYNALYS7SB8UL3I5RQZNM3M85,A2CDM78GVCICO5,3hours,0.35,42,Y,12,11,0,4,0,72,7,0,41.67,41.67
3R35RPFD7J1GHLW8Y5PUB7E29XSP1C,A2CDM78GVCICO5,10 minutes,0.02,84,Y,0,0,2,4,0,28,0,1,8,10
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP,A2CDM78GVCICO5,60 minutes,0.05,399,Y,11,10,0,10,0,41,5,0,41,41.67
3O5YJYPUSW7TWBM6KNWM44WLFH8KON,A2CDM78GVCICO5,1 W 3 days,0.3,1,N,20,20,0,20,0,112,20,0,80,75
3VKCYEEK5GTFPTFE2CSUAPH4AEKG1E_1,A2CDM78GVCICO5,1 hour 40 minutes,0.35,5,Y,20,20,0,19,0,103,10,0,75.33,60.83
390EOHYPK4Q05K2TRHZ1W9N0LW8X3W,A2CDM78GVCICO5,3 hours,0.03,133,Y,0,9,1,10,0,39,10,0,36,38.33
3J567DP9LLBDQUW0322ZJ0FWFWZFPB,A2CDM78GVCICO5,45 minutes,0.07,90,Y,0,0,0,4,0,12,0,0,20,19.17
3VS2P0ED9S8WCYR5XKUI3WE62NIZOD,A2CDM78GVCICO5,30 minutes,0,200,Y,0,3,0,0,0,28,1,0,12.33,12.5
3FKD865UZQG0HB1FDHAJVT0FL3FMUG,A2CDM78GVCICO5,60minutes,0.05,933,Y,0,4,1,10,0,37,9,0,34.33,30
3YNFDCZ5R4IX1UZP9S56QRIUL8YNRO,A2CDM78GVCICO5,10 daysays,0.3,2,N,15,20,1,20,0,54,20,0,79.33,70
3203J2GC2PK4HSXGZ2GG1073Z7V84O,A2CDM78GVCICO5,2hours,0.06,81,Y,0,0,2,17,0,49,1,2,57.67,51.67
3Q4WZ5V3MNIH1FT2QKH2OURKHS1UGI,A2CDM78GVCICO5,30 minutes,0.05,11486,Y,5,11,2,9,0,37,9,13,43.67,42.5
3MQJWSYXNGSYPF0J90X7JRB4GS9O5U,A2CDM78GVCICO5,8 hours 11 minutes,29.5,1,Y,20,20,0,20,0,150,12,0,85.33,85
32JEHGQ0QIPYH7JPSF8OLMHJ8AAU81,A2CDM78GVCICO5,45minutes,0.08,32,Y,0,11,3,14,0,35,5,2,29.67,21.67
3GBCJUK5C2NMDEDWS686X6QI2G8KP3,A2CDM78GVCICO5,10 minutes,0.01,4,Y,7,8,1,8,0,38,5,1,33,28.33
38GRQLZZQQCOARQX7FK2NWOBS4K0CN,A2CDM78GVCICO5,6 minutes,0.01,29,Y,0,0,5,0,0,14,0,20,0.67,1.67
3XQ5ITPVVXEK5RIJJ0S4JMU41HATQO,A2CDM78GVCICO5,60minutes,0.05,24476,Y,0,5,2,6,0,36,4,4,27.33,25.83
3PBTVBPQ9UJW25OVYU5DFTVY5MMGLK_1,A2CDM78GVCICO5,7 daysays,0.15,6,N,4,5,0,1,0,38,6,0,22.67,25.83
3TR9CMHN3N8E2YCNTAQUMF33CUSBB8,A2CDM78GVCICO5,5 minutes,0,1,Y,20,20,0,20,0,87,20,0,99.33,97.5
3K0T7FOBIJOUXM7ZLBPJYBSGQYWM14,A2CDM78GVCICO5,30 minutes,0.5,1,N,0,0,0,5,0,37,0,0,20.67,19.17
3LLXQSS3GH7EI0TIBFCZBVHJURL2FW,A2CDM78GVCICO5,20 minutes,0.09,46,Y,11,11,0,13,0,58,13,0,55,50.83
3Z1VWDJDMCSL9FEEWY1JWQIRHY8F8V,A2CDM78GVCICO5,60 minutes,0.03,1,Y,0,2,0,7,0,26,0,0,18,20
3DHOXWJRSC3OAPE5AL86OV64DJCT3O,A2CDM78GVCICO5,40 minutes,0.2,61,Y,5,7,0,5,0,38,3,0,31.67,37.5
3HYDIS22CWMMEZBE3G64NG7ZMZON5V,A2CDM78GVCICO5,3 minutes,0.2,13,Y,1,20,0,20,0,54,18,0,93.33,80
39393HGTI5QMIY6JHIT1M5IIGWJEOF,A2CDM78GVCICO5,15 minutes,0.12,200,N,20,20,0,20,0,114,20,0,87.33,70
3XXLL7ZNZBX2S1C8S0AVX01M47X2SM,A2CDM78GVCICO5,60 minutes,0.1,131,Y,11,12,0,15,0,53,12,0,54,51.67
3NJ4SYXGOJ3OVMOHUVEMN5U7Y2PBNN,A2CDM78GVCICO5,5 minutes,0.04,89,Y,2,3,0,2,0,27,10,1,33.33,32.5
3MXFP9RGE565SQ20JA2GC60T4U4B22,A2CDM78GVCICO5,60 minutes,0.02,15,Y,6,8,1,14,0,41,8,0,45.33,43.33
32WAV7G6ZOBEE25MHO1EVKD7PUBD3N,A2CDM78GVCICO5,1 hour 40 minutes,1.02,1,Y,7,9,0,14,0,58,7,0,59,47.5
3M6KHLIXGO95W4HFFOS373KMUDHIRT,A2CDM78GVCICO5,60 minutes,0.5,2,Y,0,7,0,4,0,73,4,0,32,32.5
3D3KZYB03KLUXQ4AWC4FKH86OYE8VD,A2CDM78GVCICO5,30 minutes,0.02,2,Y,0,0,0,0,3,11,0,20,3.33,3.33
3EJ1F91ANSU6O8N3S3NGZ4GVCA2IZW,A2CDM78GVCICO5,6 days,0.1,363,Y,0,9,0,0,0,38,7,0,29.67,37.5
3MXFP9RGE565H89AY0KXMF94YTQB2U,A2CDM78GVCICO5,60 minutes,2,1,N,20,20,0,20,0,114,20,0,82.67,73.33
3SFRD5IA5Z34MMJO249XJPJMVUHFBF,A2CDM78GVCICO5,60 minutes,0.1,1,Y,0,1,2,6,0,24,11,3,29,27.5
3EOZAW762AHX3MFSNYKKE4EQ4INH8Q,A2CDM78GVCICO5,2 hours,0.5,49,N,20,20,0,20,0,114,20,0,74,68.33
38MNOT6KWIG21RX6PKH1YJB8VKDT05_1,A2CDM78GVCICO5,5 minutes,0.02,152,Y,0,1,1,3,0,20,2,1,19.33,20.83
3GRRK9BQWRDBESRD36S5634M392PD9,A2CDM78GVCICO5,2 hours,2.02,1,Y,5,10,0,2,0,61,5,7,30.33,34.17
3YS67JKWKBRVDSIQ9F8UVFJ1JQRX40,A2CDM78GVCICO5,10 minutes,0.1,82,Y,13,14,1,14,0,54,11,1,59.67,55.83
3DPZKFEUVSIPT2ERNEAT4GS1UAKI44,A2CDM78GVCICO5,30minutes,0.5,6,N,0,4,0,6,0,38,0,0,22,29.17
306OACM7G04QOX49OC3VEMIMU7KA8L,A2CDM78GVCICO5,44 minutes,0.3,2,Y,8,9,1,13,0,37,2,0,44,41.67
3AA189Q6B51983MEFLORU493K7KMWE,A2CDM78GVCICO5,60 minutes,0.04,1,Y,0,3,0,11,0,27,9,0,40.33,35.83
3IRUE3ZCDH3J5468JOOGJ1Y2ZWZIC5,A2CDM78GVCICO5,10 minutes,0.1,9,Y,0,3,2,14,0,47,5,1,49,49.17
39UNKKTVDFFX9VEX2EW7RYBUQ2JGYD,A2CDM78GVCICO5,3minutes,0.01,6,Y,0,0,9,0,1,15,0,9,5.33,8.33
3PBMWYW3D4VOVNNOVMGLZF23LEGX22,A2CDM78GVCICO5,30 minutes,0.04,5,Y,0,0,2,0,0,18,0,19,8,10.83
3T1550FWLKIS93DC7DPTY5M29UHWXP,A2CDM78GVCICO5,60minutes,0.1,1906,Y,0,3,1,5,0,27,1,1,17.67,17.5
3DXFGU9SKNVTS8DGXQ8KL6UJIRCXE8,A2CDM78GVCICO5,2minutes,0.04,203,N,20,20,0,20,0,113,20,0,94,85
3U47UEJKXD5R38RUXLMDWG1BUJXLBR,A2CDM78GVCICO5,60 minutes,0,12,Y,4,3,1,11,0,37,2,0,24.67,22.5
3ZNMTDKQXPRIYI9V3LJLED84I1Z2VB,A2CDM78GVCICO5,60minutes,0.3,1,Y,19,15,0,19,0,79,8,0,74.67,74.17
38FWZZ3ILTDK8ICQRL4PWREV0HIYN7,A2CDM78GVCICO5,5 minutes,0.12,1,Y,0,0,1,0,0,28,0,1,9.33,13.33
3S1POB7GU8DKAHGA5W96UXZRMJ8QU4,A2CDM78GVCICO5,7 days,0.1,20,Y,11,9,0,4,0,38,9,0,32.33,31.67
378UBY8FQ61LFCJMHZWZTRZI59A8TB,A2CDM78GVCICO5,10 minutes,0.08,42,Y,0,0,2,0,0,19,0,12,19.33,25
3AA189Q6C6TLNJILLV2LOGYDJT7MWV,A2CDM78GVCICO5,60 minutes,0.1,20,Y,0,0,0,0,0,20,0,0,2.67,4.17
3D8B00U52IVJZWECZOBXRVFYHAV833,A2CDM78GVCICO5,60 minutes,0.05,24,Y,5,11,1,14,0,44,1,0,47.67,47.5
3LV0310AAZ5BVL06B1AU1YGZUNKDKM_1,A2CDM78GVCICO5,45 minutes,0,1,Y,0,0,18,13,0,12,0,0,22,25.83
3CVHT3IKUYKSX9WRAWTF52715RU0R4,A2CDM78GVCICO5,3 minutes,0.02,1870,Y,0,0,0,0,0,14,0,1,2.67,4.17
3VHU2SWT3EI2EPQKMFU0IXHUUZKSPE,A2CDM78GVCICO5,24 hours,0.5,18,Y,0,1,2,7,0,22,7,1,21.67,19.17
3VKCYEEK5GTFPTFE2CSUAPH4AEKG1E_2,A2CDM78GVCICO5,1 hour 40 minutes,0.35,5,Y,2,7,0,7,0,38,9,0,43,40
3OQEO5BIM1SME8SFQJ108NKG2ZKU9F_1,A2CDM78GVCICO5,60 minutes,0.2,9,Y,1,3,0,2,0,40,5,1,19.67,19.17
37CCG24EIZSNBY0O0RYFBPCKLTQZRW,A2CDM78GVCICO5,30 minutes,0.15,1,Y,0,0,19,0,0,19,0,20,4,5.83
3TCGLRK8ZGNA4CQP60QJDQBQH1MZQ6,A2CDM78GVCICO5,60 minutes,0.6,3,Y,14,19,0,20,0,102,13,0,67.67,64.17
3YJAOW5N8OUDFKNJJE4VLVI0YDQNSK,A2CDM78GVCICO5,60 minutes,0.04,10809,N,0,20,0,20,0,111,20,0,52,38.33
34B3PHKY7L0QRWI1JO5S4NCKMT3NE1,A2CDM78GVCICO5,15 minutes,0.05,118,Y,4,4,1,8,0,38,4,1,30.67,32.5
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU,A2CDM78GVCICO5,60 minutes,0.2,346,Y,19,17,0,16,0,69,15,0,70.33,70
3FKD865UZQBJZ4661LLBINGENHPMUO,A2CDM78GVCICO5,1 week 3 days,0.3,1,Y,0,8,0,1,0,43,0,0,22.67,32.5
3OR6S1RAC52TCC0V5OHKA3WQNHZAGY,A2CDM78GVCICO5,60minutes,0.05,1085,Y,13,11,3,20,0,73,13,1,61.67,59.17
3SJ1BZ9YMZFJKL9JAYIH6SXUEFF7N6,A2CDM78GVCICO5,60 minutes,0.05,18,Y,0,0,0,0,5,20,1,20,5,6.67
3UEL82N5TO6EUK0Y8E9LV0DUVX2NTJ,A2CDM78GVCICO5,60 minutes,0.04,851,N,20,20,0,7,3,132,20,0,41.33,35.83
32GVUSPLEYOYH9SP841K39EVOUOK3Z,A2CDM78GVCICO5,24 hours,0.1,72,Y,6,6,1,10,0,38,10,0,42.67,42.5
3I21NMEA63DY0BA82BXKKSLPMBYSHT,A2CDM78GVCICO5,45 minutes,0.04,4,Y,10,11,1,11,0,48,8,0,49.33,52.5
3N9FD9XF48K5Z4R4YKZ4XC3B2YYEVL,A2CDM78GVCICO5,10 minutes,0.07,616,Y,6,11,1,17,0,27,12,0,63.33,57.5
3JCELWMC4PY7J05E7LXQXNDWO6Y3V4,A2CDM78GVCICO5,60 minutes,0.2,505,Y,0,1,0,0,0,29,1,19,10.33,14.17
3KNJI1FZ8L912486RAFQQV3ZEP6NQU,A2CDM78GVCICO5,60 minutes,0.25,4667,Y,2,8,0,6,0,57,9,0,37,30.83
3I21NMEA63DY0BA82BXKKSLPMBYSHT_2,A2CDM78GVCICO5,45 minutes,0.04,4,Y,2,7,2,12,0,39,6,1,46.67,45
3ME56J5KH09H8MTADW07EI1HZMYC6P,A2CDM78GVCICO5,5 minutes,0.01,5,Y,0,5,0,20,0,41,10,0,72,72.5
3TYSWKZBFMLN72JJOTFJJEIWD9HG7U,A2CDM78GVCICO5,60 minutes,0.07,244,Y,5,7,0,10,0,73,7,0,39,39.17
3BK5FW2G6MZ18ENS8D29GOXE9AHRCA,A2CDM78GVCICO5,60 minutes,0.15,28,Y,0,10,1,10,0,37,10,1,32,30
3D8B00U52IVJZWECZOBXRVFXL2U83O,A2DS7GIC3JM5YF,2hours,0.01,83,Y,14,8,14,8,4,71,0,4,43.33,48.33
33EWWXEH81XUPFZ4BLANE2SZQMJ40X,A2DS7GIC3JM5YF,60 minutes,0.1,3,Y,2,4,4,10,6,47,0,12,24.67,31.67
3U6BJ3K2B9GQGJVT0E99IGFE7I2MEG,A2DS7GIC3JM5YF,40 minutes,0.05,112,Y,6,6,8,8,14,71,0,11,33.67,40
3TJJ8HSJVIOUEEITVOXS8LA6BWX82U,A2DS7GIC3JM5YF,60minutes,0.05,21,Y,15,2,14,12,1,89,0,10,29.33,43.33
36HGGQAXL6KTNEA2DMTHLEEUZ4CVBW,A2DS7GIC3JM5YF,3hours,0.15,19396,Y,2,2,8,6,14,69,0,18,25.33,33.33
3BRG9Q58M1LAH7AQ01RWX47CRWFYQ2,A2DS7GIC3JM5YF,60 minutes,0.25,1,Y,0,2,10,0,20,37,0,20,13.33,15
35HIM1LU2HRMGPBVQO0P66HG1MBI5I,A2DS7GIC3JM5YF,2 hours,0.07,2828,Y,15,12,2,14,17,99,18,8,64.67,71.67
38NH2CI7SPCMWUJ4T62C2GD654VVUY,A2DS7GIC3JM5YF,5 minutes,0.11,1,Y,0,4,12,8,13,71,0,14,47.33,48.33
3MNPSGWWOQV9GBTQIUTZ7HIZXBCPUY,A2DS7GIC3JM5YF,24 hours,0.15,36,Y,0,0,8,10,12,71,0,18,34.67,41.67
3I5ZXD44IULX7AZS354F5V5W46GJCA,A2DS7GIC3JM5YF,7days,0.01,1,Y,0,0,12,1,10,49,0,10,10,15.83
3R7DCNC1NOV5HU26IA2C7R0658YUDF,A2DS7GIC3JM5YF,30 minutes,0.35,1,Y,11,10,20,0,14,55,0,20,50.67,44.17
3YR6VNT52416IC86SLGIIDTF4TWB78,A2DS7GIC3JM5YF,10 minutes,0.05,29,Y,10,4,10,15,6,80,10,11,70,72.5
